business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Publix;696;6;Drugstores,Grocery,Health Markets;3.5;15801 Sheridan St Fort Lauderdale, FL 33331;26.0309996;-80.3579379;2;https://www.yelp.com/biz/publix-fort-lauderdale-6
Cvs Pharmacy;697;3;Drugstores;2.5;3700 NW 199th St Miami Gardens, FL 33055;25.9542902;-80.2627017;4;https://www.yelp.com/biz/cvs-pharmacy-miami-gardens-2
Great Care Pharmacy;698;;Drugstores;0;17560 NW 27 Ave Miami Gardens, FL 33056;25.9348272;-80.2455931;0;https://www.yelp.com/biz/great-care-pharmacy-miami-gardens
Walmart Supercenter;699;25;Grocery,Drugstores,Discount Store;2.5;3200 NW 79th St Miami Northside, FL 33147;25.8435049;-80.2513075;1;https://www.yelp.com/biz/walmart-supercenter-miami-northside
Cvs Pharmacy;700;2;Drugstores;1.0;18478 NW 67th Ave Hialeah, FL 33015;25.941101;-80.3082796;2;https://www.yelp.com/biz/cvs-pharmacy-hialeah-6
Walmart Neighborhood Market;701;8;Drugstores,Grocery;3.5;400 W 49th St Hialeah, FL 33012;25.865883;-80.292046;1;https://www.yelp.com/biz/walmart-neighborhood-market-hialeah-2
Pill Box Pharmacy & Medical;702;2;Drugstores;2.5;1932 Weston Rd Weston, FL 33326;26.0942594;-80.3691635;2;https://www.yelp.com/biz/pill-box-pharmacy-and-medical-weston
Publix Super Markets;703;13;Grocery,Drugstores;4.0;14375 Miramar Pkwy Miramar, FL 33027;25.9805349155012;-80.3374693236083;2;https://www.yelp.com/biz/publix-super-markets-miramar-4
Isabel Pharmacy;704;;Drugstores;0;2360 W 68th St Hialeah, FL 33016;25.8834664;-80.3307132;0;https://www.yelp.com/biz/isabel-pharmacy-hialeah
Cvs;705;11;Drugstores;1.5;20345 Old Cutler Rd Cutler Bay, FL 33189;25.5781626;-80.3358439;2;https://www.yelp.com/biz/cvs-cutler-bay-2
Max Drugs;706;7;Drugstores,Orthotics;5.0;4519 Hollywood Blvd Hollywood, FL 33021;26.0106517;-80.1888438;2;https://www.yelp.com/biz/max-drugs-hollywood
Publix Super Markets;707;7;Drugstores,Grocery;3.0;1601 Promenade Blvd Weston, FL 33326;26.0982651677494;-80.3808965130672;3;https://www.yelp.com/biz/publix-super-markets-weston-4
Nobis Pharmacy;708;;Drugstores;0;65 NW 167th St North Miami Beach, FL 33169;25.928355;-80.2017149;0;https://www.yelp.com/biz/nobis-pharmacy-north-miami-beach
Prestige Pharmacy & Medical Supplies;709;;Drugstores;0;2150 W 76th St Hialeah, FL 33016;25.8912499;-80.3268204;0;https://www.yelp.com/biz/prestige-pharmacy-and-medical-supplies-hialeah
Jimenez Pharmacy and Discount;710;;Drugstores;0;9160 NW 122nd St Hialeah, FL 33018;25.8840554;-80.3509804;0;https://www.yelp.com/biz/jimenez-pharmacy-and-discount-hialeah
Albe Pharmacy;711;;Drugstores;0;6900 W 32nd Ave Hialeah, FL 33018;25.8852682;-80.3481741;0;https://www.yelp.com/biz/albe-pharmacy-hialeah
Publix;712;5;Drugstores,Grocery,Health Markets;3.0;2414 W 60th St Hialeah, FL 33016;25.8757514;-80.332015;2;https://www.yelp.com/biz/publix-hialeah-3
Viragen;713;;Drugstores;0;2343 W 76th St Hialeah, FL 33016;25.8915295;-80.3310506;0;https://www.yelp.com/biz/viragen-hialeah
Winn-Dixie;714;10;Grocery,Drugstores;2.5;18300 SW 137th Ave Miami, FL 33177;25.5979272;-80.4149106;2;https://www.yelp.com/biz/winn-dixie-miami-32
Publix;715;35;Grocery,Drugstores,Health Markets;2.5;9050 Biscayne Blvd Miami Shores, FL 33138;25.8587396;-80.1845128;2;https://www.yelp.com/biz/publix-miami-shores
Express Pharmacy Discount;716;;Drugstores;0;301 NE 167th St North Miami Beach, FL 33162;25.9286144;-80.1941016;0;https://www.yelp.com/biz/express-pharmacy-discount-north-miami-beach
Surfmed Pharmacy;717;;Drugstores;0;7430 Collins Avenue Miami Beach, FL 33141;25.8601606;-80.1213212;1;https://www.yelp.com/biz/surfmed-pharmacy-miami-beach-2
Cvs Pharmacy;718;;Drugstores;0;11227 SW 152nd St Miami, FL 33157;25.6277045;-80.3760684;0;https://www.yelp.com/biz/cvs-pharmacy-miami-21
CVS Pharmacy;719;15;Drugstores;3.0;19198 S Dixie Hwy Miami, FL 33176;25.5897538;-80.3597887;1;https://www.yelp.com/biz/cvs-pharmacy-miami-7
Cvs Pharmacy;720;;Drugstores;0;8641 NW 186th St Hialeah, FL 33015;25.9438448;-80.341768;0;https://www.yelp.com/biz/cvs-pharmacy-hialeah-5
