business_name;rank;review_count;categories;rating;address;longitude;latitude;price_range;url
Miami-Dade College;131;;Colleges & Universities;0;1776 NW 49th St Miami, FL 33142;25.819741;-80.2259691;0;https://www.yelp.com/biz/miami-dade-college-miami-3
Florida International University;132;2;Colleges & Universities;5.0;1930 SW 145th Ave Miramar, FL 33027;25.9907143698954;-80.3386759320508;0;https://www.yelp.com/biz/florida-international-university-miramar
University of Miami;133;;Colleges & Universities;0;McArthur Bldg Miami, FL 33133;25.782677;-80.1741246;0;https://www.yelp.com/biz/university-of-miami-miami-30
City College;134;;Colleges & Universities;0;9300 S Dadeland Blvd Ph Ph Miami, FL 33156;25.6579955;-80.2878794;0;https://www.yelp.com/biz/city-college-miami
Unitech College of Technology;135;;Colleges & Universities;0;1444 Biscayne Blvd Miami, FL 33132;25.7890933;-80.1895882;0;https://www.yelp.com/biz/unitech-college-of-technology-miami
International Fine Arts College;136;;Colleges & Universities;0;1737 N Bayshore Dr Miami, FL 33132;25.7921641;-80.1859465;0;https://www.yelp.com/biz/international-fine-arts-college-miami-2
Miami-Dade College;137;;Colleges & Universities;0;6300 NW 7th Ave Miami, FL 33150;25.8334389;-80.208834;0;https://www.yelp.com/biz/miami-dade-college-miami-4
Affairs At the Club;138;;Colleges & Universities;0;1550 Brecia Ave Coral Gables, FL 33146;25.711431;-80.284394;0;https://www.yelp.com/biz/affairs-at-the-club-coral-gables
Univeristy of Miami Neurology Department;139;;Urgent Care,Colleges & Universities;0;1501 NW 9th Ave Miami, FL 33136;25.7803413;-80.2116323;0;https://www.yelp.com/biz/univeristy-of-miami-neurology-department-miami
Miami Dade Community College InterAmerican Campus;140;8;Colleges & Universities;3.5;627 SW 27th Ave Miami, FL 33135;25.7665525;-80.2381995;0;https://www.yelp.com/biz/miami-dade-community-college-interamerican-campus-miami
Arun K Garg, DMD;141;;Colleges & Universities,General Dentistry;0;1475 NW 12th Ave Miami, FL 33136;25.7888532;-80.2141799;0;https://www.yelp.com/biz/arun-k-garg-dmd-miami
Berger Richard MD;142;;Colleges & Universities,Doctors;0;1120 NW 14th St Miami, FL 33136;25.7871071;-80.2129599;0;https://www.yelp.com/biz/berger-richard-md-miami-2
Rapaport Wendy Psyd;143;;Colleges & Universities;0;1600 NW 10th Ave Miami, FL 33136;25.790308;-80.211953;0;https://www.yelp.com/biz/rapaport-wendy-psyd-miami
Moreno Susan S MD;144;;Doctors,Colleges & Universities;0;1611 NW 12th Ave Miami, FL 33136;25.7918359;-80.2127959;0;https://www.yelp.com/biz/moreno-susan-s-md-miami
Ayyar Doraiswami R MD;145;;Colleges & Universities,Doctors;0;1611 NW 12th Ave Miami, FL 33136;25.7917988;-80.2126381;0;https://www.yelp.com/biz/ayyar-doraiswami-r-md-miami-3
Dermatologic Services;146;;Colleges & Universities;0;1444 NW 9th Ave Miami, FL 33136;25.7886273;-80.2103732;0;https://www.yelp.com/biz/dermatologic-services-miami
National Parkinson Foundation;147;;Colleges & Universities;0;1501 NW 9th Ave Miami, FL 33136;25.7897849;-80.209891;0;https://www.yelp.com/biz/national-parkinson-foundation-miami
Penaranda Ruben MD;148;;Colleges & Universities,Doctors;0;1501 NW 9th Ave Miami, FL 33136;25.7897849;-80.209891;0;https://www.yelp.com/biz/penaranda-ruben-md-miami-3
University of Miami;149;;Colleges & Universities;0;Bldg Miami, FL 33125;25.7833103;-80.2296705;0;https://www.yelp.com/biz/university-of-miami-miami-40
City College;150;1;Colleges & Universities;1.0;9300 S Dadeland Blvd Miami, FL 33156;25.683968;-80.315191;0;https://www.yelp.com/biz/city-college-miami-2
Miami Dade College - School of Continuing Education & Profession;151;;Colleges & Universities;0;11011 SW Miami, FL 33176;25.8745606;-80.2426175;0;https://www.yelp.com/biz/miami-dade-college-school-of-continuing-education-and-profession-miami
University of Miami;152;;Colleges & Universities;0;Coral Gables, FL 33124;25.75;-80.26;0;https://www.yelp.com/biz/university-of-miami-coral-gables-24
New World School of the Arts;153;;Colleges & Universities;0;401 NE 2nd Ave Miami, FL 33132;25.778323;-80.1901627;0;https://www.yelp.com/biz/new-world-school-of-the-arts-miami-2
Azure College;154;;Colleges & Universities;0;1525 NW 167th St Miami, FL 33169;25.9280385;-80.2157974;0;https://www.yelp.com/biz/azure-college-miami-gardens
